"","hazKM","Time","AtRisk","Events","hazLT","lnTime","MyId","EventsL","surv","timedelta","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1-1","FP1-2","FP2-1","FP2-2","RCS1","RCS2","RP-hazard-1","RP-hazard-2","RP-odds-1","RP-odds-2","RP-normal-1","RP-normal-2"
"43",0.0555555555555556,3.54166666666667,18,1,0.0571428571428571,1.26459742614237,43,0,0.0958309883115314,0.0833333333333333,0.0904483228074393,0.0567956986831286,0.071602042532069,0.0480110885312154,0.011189835516726,0.0396317218523383,0.0236769929527985,0.021566494277374,0.0102556745745165,0.00671293155762593,0.0126982470246823,0.0114523626296951,0.00644257888937092,0.00789685687014969,0.0066699612872394,0.00759001698365284,0.00718400224225076,0.00716601272641706,0.00961618303680141
"44",0,3.625,17,0,0,1.28785428830664,44,1,0.0958309883115314,0.0833333333333333,0.0904483228074393,0.0564928790698248,0.0715208897377781,0.0472849915601721,0.010478627227937,0.0387502648362381,0.0231414824302369,0.0209455079541912,0.00958052668666993,0.00638632189147411,0.012354133107982,0.010818725690071,0.00652442010321184,0.00759980310246766,0.00634893411768224,0.00733584299823878,0.00693280227774659,0.0068922624055895,0.00933193101691504
"45",0,3.70833333333333,17,0,0,1.31058253938419,45,0,0.0958309883115314,0.0833333333333333,0.0904483228074393,0.0561985023075724,0.0714428581039545,0.0465836701032048,0.00981262221575434,0.0379067103536853,0.0226295927672633,0.0203490132012876,0.00894962368808761,0.00608133969590416,0.0120280178993838,0.0102222935374906,0.00662843228659312,0.00732657516588777,0.00605676491121182,0.00710014097397418,0.00670046098562333,0.0066404972272346,0.00906684580915338
"46",0.0588235294117647,3.79166666666667,17,1,0.0606060606060606,1.3328056761689,46,0,0.0901938713520296,0.0833333333333333,0.0904483228074393,0.0559121510532578,0.071367766874977,0.0459058140757225,0.00918894743124407,0.0370986915518459,0.0221397983111141,0.0197757199190595,0.00836009176424744,0.00579618399936239,0.011718576190837,0.00966065243810253,0.00675435847958943,0.00707508656615866,0.00579081823708746,0.00688128802490584,0.00648529863606559,0.00640874337381121,0.00881932957802033
"47",0,3.875,16,0,0,1.35454566280531,47,1,0.0901938713520296,0.0833333333333333,0.0904483228074393,0.0556334371981464,0.0712954492234354,0.0452502064375504,0.00860491243192898,0.0363240325458434,0.0216707017762432,0.0192244255377326,0.00780924046948374,0.00552923346596653,0.0114246064973609,0.00913156155947346,0.00690207028167704,0.00684346065569129,0.00554872883528561,0.00667783005618785,0.00628581155463168,0.00619523198728862,0.00858794376666997
"48",0,3.95833333333333,16,0,0,1.3758230612526,48,0,0.0901938713520296,0.0833333333333333,0.0904483228074393,0.0553619992428731,0.0712257509168259,0.0446157149624976,0.00805799777561043,0.03558072974525,0.0212210210448319,0.0186940076497929,0.00729455145056873,0.00527902562892368,0.011145017209441,0.008632939623475,0.00707154363605082,0.00663000662005795,0.00532837049508371,0.0064884614295899,0.00610065080348144,0.00599837479785345,0.00837139062601867
"49",0,4.04166666666667,16,0,0,1.39665714815544,49,0,0.0901938713520296,0.0833333333333333,0.0904483228074393,0.0550974999578114,0.0711585291360326,0.0440012848734083,0.00754584415186046,0.0348669353052817,0.020789577560578,0.0181834173865474,0.00681366780852428,0.00504423884115334,0.0108788145388774,0.00816285264602797,0.00726283575648946,0.00643319854732426,0.00512782892150256,0.0063120074100564,0.00592860378937758,0.00581674302088713,0.00816849718128973
"50",0.0625,4.125,16,1,0.0645161290322581,1.41706601978664,50,0,0.0845567543925277,0.0833333333333333,0.0904483228074393,0.0548396242926145,0.0710936514256648,0.0434059322378733,0.0070662422042991,0.034180942429269,0.0203752860961539,0.0176916734510844,0.00636438406995243,0.00482367654784558,0.0106250919957947,0.00771950267207381,0.00747606257729163,0.00625165714212111,0.00494537802772687,0.00614740896870824,0.00576857835024893,0.00564904903494262,0.00797820127635079
"51",0.0666666666666667,4.20833333333333,15,1,0.0689655172413793,1.43706668649331,51,1,0.0789196374330259,0.0833333333333333,0.0904483228074393,0.0545880775039492,0.0710309947592567,0.0428287380340719,0.00661712299975172,0.0335211722879377,0.0199771457085989,0.0172178567317162,0.0059446367393946,0.0046162535487233,0.0103830211770692,0.00730121742192454,0.00771137619473472,0.00608413371448869,0.0047794591777245,0.00599370958906213,0.0056195889476459,0.0054941304332165,0.0077995393947052
"52",0,4.29166666666667,14,0,0,1.45667515788169,52,1,0.0789196374330259,0.0833333333333333,0.0904483228074393,0.0543425834748225,0.0709704447048203,0.0422688428083462,0.00619654910317163,0.0328861623539474,0.0195942317250294,0.016761105430005,0.00555249540464082,0.00442098396991687,0.0101518436814281,0.0069064407722861,0.00796894184642703,0.00592949613016398,0.00462866297519088,0.00585004378156594,0.00548074465410985,0.00535093610660923,0.00763163600413451
"53",0,4.375,14,0,0,1.47590651980958,53,0,0.0789196374330259,0.0833333333333333,0.0904483228074393,0.0541028832025942,0.0709118946783082,0.0417254418564468,0.00580270621982664,0.0322745559780159,0.0192256886244722,0.0163206106460174,0.00518615436747688,0.00423697070862493,0.00993086399536827,0.00653372400180925,0.0082489140476751,0.00578671645621237,0.0044917132551205,0.00571562705937431,0.00535123867504146,0.00521851407056847,0.00747369421172681
"54",0,4.45833333333333,14,0,0,1.49477500411396,54,0,0.0789196374330259,0.0833333333333333,0.0904483228074393,0.0538687334358876,0.0708552452742841,0.0411977808692149,0.00543389536869488,0.0316850930566292,0.0188707237012127,0.015895612370751,0.00484392477304361,0.00406339614974763,0.00971944321798965,0.00618171773703226,0.0085514115757542,0.00565486007542509,0.00436745298483607,0.00558974716767352,0.00523033918627352,0.00509600079272284,0.00732498754896605
"55",0,4.54166666666667,14,0,0,1.5132940518812,55,0,0.0789196374330259,0.0833333333333333,0.0904483228074393,0.0536399054432522,0.0708004036645806,0.0406851519910224,0.0050885255533074,0.0311166016614809,0.0185286014114784,0.01548539584193,0.00452422721176537,0.00389951398374793,0.00951699351275522,0.005849164540085,0.00887649106739402,0.0055330760760825,0.00425483182380225,0.0054717563913996,0.00511738130291455,0.00498261181550936,0.0071848527339387
"56",0,4.625,14,0,0,1.53147637096439,56,0,0.0789196374330259,0.0833333333333333,0.0904483228074393,0.0534161838986852,0.0707472830569536,0.0401868902457811,0.00476510689842036,0.0305679905179725,0.0181986383191087,0.0150892882247502,0.00422558476865702,0.00374464198017517,0.00932297319080754,0.00553489208456123,0.00922411907504301,0.00542058875155853,0.00415289512741084,0.00536106479317732,0.00501176002352183,0.00487763349902827,0.00705268328056436
"57",0,4.70833333333333,14,0,0,1.54933398836439,57,0,0.0789196374330259,0.0833333333333333,0.0904483228074393,0.0531973658710345,0.070695802206823,0.0397023702909186,0.0044622442229095,0.030038242234804,0.0178801985675425,0.0147066555837902,0.00394661649572372,0.00359815559243096,0.00913688234438847,0.00523780687057316,0.00959414251622277,0.00531669006779286,0.00406077421024512,0.00525713425575931,0.00491292401735059,0.0047804157352788,0.00692792384388046
"58",0.0714285714285714,4.79166666666667,14,1,0.0740740740740741,1.5668782980153,58,0,0.073282520473524,0.0833333333333333,0.0904483228074393,0.0529832599059527,0.0706458849760718,0.0392310034645341,0.00417863102116133,0.0295264071992775,0.0175726898153459,0.0143369001163137,0.00368603128410704,0.00345948228716433,0.00895825896059694,0.00495688843421299,0.00998625754969142,0.00522073297652049,0.00397767771001734,0.00515947322198044,0.00482037014219227,0.00469036550667893,0.00681006520646058
"59",0,4.875,12.5,0,0,1.58412010444981,59,1,0.073282520473524,0.0833333333333333,0.0904483228074393,0.0527736851904763,0.0705974599336625,0.03877223509512,0.00391304382699762,0.0290315980637603,0.0172755595809079,0.0139794576206657,0.00344262211359152,0.00332809650672,0.00878667545556752,0.00469118401049397,0.0103999770237364,0.00513212546909398,0.00390288391521657,0.00506763204094123,0.00473363859686155,0.00460694118004436,0.00669863982457066
"60",0,4.95833333333333,12,0,0,1.60106966276358,60,0,0.073282520473524,0.0833333333333333,0.0904483228074393,0.0525684707915244,0.0705504599934864,0.0383255420468448,0.00366433693581987,0.0285529847580682,0.0169882919490945,0.0136337951764859,0.00321526065805534,0.00320351518579352,0.0086217355774748,0.00443980361235658,0.0108345967665295,0.005050325279985,0.00383573393807901,0.00498119884231064,0.0046523086262834,0.00452964744264421,0.00659321786407676
"61",0.0833333333333333,5.04166666666667,12,1,0.0869565217391304,1.6177367152488,61,0,0.067175643767397,0.0833333333333333,0.0904483228074393,0.0523674549606532,0.0705048220854276,0.0378904304765359,0.00343143746220605,0.028089789970567,0.0167104045987658,0.0132994090160906,0.00300289222641864,0.00308529375425269,0.00846307163382149,0.00420191550587252,0.011289161663174,0.00497481142319008,0.00377559463783457,0.00489978194351934,0.00457597985185495,0.00445801061670258,0.00649338918269154
