"","Time","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","genf","FP1-1","FP1-2","FP2-1","FP2-2","RCS1","RCS2","RP-hazard-1","RP-hazard-2","RP-odds-1","RP-odds-2","RP-normal-1","RP-normal-2"
"1",0.0416666666666667,0.976194711520124,0.955807111563057,0.960056635942903,0.982189650142053,0.959353191149906,0.971870369196153,0.993024605841872,0.988836829541732,0.960193240167359,0.966283509669848,0.989008229471369,0.986231583317602,0.966943157702132,0.973333830896163,0.989196657392095,0.990764897937635,0.98952678421281,0.988420476845607,0.99037324144883,0.988096011580823
"2",0.125,0.952956114799858,0.921262321896027,0.928601836586694,0.95007605462866,0.921273724966213,0.940356464879069,0.961642785505489,0.962804455039448,0.922846747812636,0.933730206084111,0.959045398620263,0.959261686140904,0.934979670427634,0.945990375445497,0.961754521406018,0.961855578147652,0.961871708610215,0.962874874953987,0.960188719225355,0.961061169069574
"3",0.208333333333333,0.930270719578385,0.890946658907846,0.900721021926703,0.915270676750218,0.885564388134821,0.908399236787112,0.922462942912085,0.928988601322057,0.887775970181228,0.902324529300791,0.924410431202297,0.92770347242026,0.904076340272248,0.918025970277392,0.926337188538066,0.923739866163061,0.925897088375545,0.92992876701389,0.92355821929875,0.928301129017615
"4",0.291666666666667,0.90812535673444,0.863387110011735,0.875128340359455,0.880953637137244,0.852045543752734,0.876952312108189,0.882637961520456,0.892023023749377,0.854812392616134,0.872048856162921,0.889040174219014,0.894587659953792,0.874203787079995,0.889534912322453,0.88857608530191,0.884436665208395,0.887712808750013,0.89365694674073,0.886483593676967,0.893533630019195
"5",0.375,0.886507170641486,0.83788688879606,0.85123158496285,0.848157416811639,0.8205533702329,0.846450274565139,0.844623139360883,0.85464978020227,0.823801973714293,0.842883712926291,0.854380515324141,0.86134604318511,0.845335937599016,0.860649865626829,0.851606065658341,0.848135132609298,0.850672015348764,0.856571794282667,0.851161882698517,0.858483190022042
"6",0.458333333333333,0.865403611704887,0.814037438893919,0.828690831872731,0.817194933978778,0.790938294576489,0.817104413124314,0.809172529584005,0.818369798520889,0.794603748461309,0.814807983548092,0.821038771392088,0.828737793662795,0.817449558405074,0.831540542578687,0.817018899522068,0.816135292480287,0.816361186353115,0.820171905191356,0.818309784448616,0.824018002117426
"7",0.541666666666667,0.844802429076725,0.791568983902083,0.807285500777688,0.78810397872692,0.763063596716735,0.789010353010063,0.776402991221946,0.783932314421196,0.767088579784498,0.787799112233153,0.789270599246294,0.797181865731484,0.790523828385605,0.802410334993686,0.785511780193574,0.787326941628577,0.785368361902132,0.785303858392256,0.788052329183164,0.790587219254621
"8",0.625,0.824691663544054,0.770289307520051,0.786860663905095,0.760812347444453,0.736804164638742,0.762198254585719,0.746191296932538,0.751651805480973,0.741138041409162,0.761833299022885,0.759164282980162,0.766906398977148,0.764539947413972,0.773490748438632,0.756830535117748,0.760622541685618,0.757244573121424,0.752402221178225,0.759970692642553,0.758417564245517
"9",0.708333333333333,0.805059640586438,0.750054006003929,0.767301287199079,0.735205987217121,0.71204538256814,0.736659644117672,0.718331666420658,0.721600246594789,0.716643417022531,0.7368856873984,0.730722525627819,0.738025710319624,0.739480778564176,0.74503372089529,0.730327834565755,0.735210300915538,0.731186879490095,0.721646672031871,0.733512779882131,0.727611406128382
"10",0.791666666666667,0.785894963598773,0.730750282098947,0.748518361492113,0.711158817166188,0.688682136757954,0.712362985000754,0.692600401300868,0.693720002654619,0.693504802589798,0.712930543050734,0.703902844059325,0.710583716176345,0.715330521792405,0.717297374886865,0.705476737813558,0.710510356666884,0.706600656597224,0.693063363535921,0.708291743465803,0.698277104761863
"11",0.875,0.767186507275422,0.712287356144393,0.730440786580915,0.688546033587987,0.666617925338256,0.689263194232309,0.668782195437519,0.667888842108033,0.671630300266023,0.689941423145328,0.678639044399607,0.684579993296067,0.692074417458615,0.69050304609586,0.681867752938318,0.686114818190289,0.683061465200628,0.666589448422672,0.68403892142562,0.670584372169792
"12",0.958333333333333,0.748923411151862,0.694590425475629,0.713010311630322,0.667249872158701,0.645764060370071,0.667307649875604,0.646679972997495,0.643956762629922,0.650935293739833,0.667891335572883,0.65485323099697,0.659986120519404,0.669698478392626,0.66481841036267,0.65918866626893,0.662017936246558,0.660272282959956,0.642113630926999,0.660568178648611,0.644604045180444
"13",1.04166666666667,0.731095073300059,0.677596666777737,0.696178219842556,0.647161803403715,0.626038951700183,0.646440055244932,0.626117525952515,0.621766413998307,0.631341796058127,0.646752887832872,0.632462744843523,0.636756248009899,0.648189249437728,0.640359939255947,0.637203516361713,0.638479788571638,0.638028956306732,0.619501285895539,0.637750930278327,0.62033804734638
"14",1.125,0.713691144173935,0.66125248288977,0.679903066732691,0.628183021457898,0.607367463478024,0.626602944096677,0.606939053890828,0.601164040216248,0.61277786203979,0.62649842533821,0.611384241342416,0.614834079986429,0.627533593542947,0.617197638289054,0.615735020076274,0.615694347634302,0.616194669119769,0.598609727269666,0.615498970812371,0.597744028538644
"15",1.20833333333333,0.696701520601342,0.645511543227267,0.664149084909987,0.610224130242528,0.589680335296115,0.60773930079296,0.589007469251218,0.582004977685285,0.595177058311584,0.607100159058951,0.591536089139711,0.59415755053264,0.60771826701798,0.595361113329759,0.594753526559366,0.593802867142632,0.594796967470172,0.579286814472851,0.593849651426095,0.576752475970223
"16",1.29166666666667,0.680116339919059,0.630333349956894,0.648885026977546,0.593204477263885,0.572913660874385,0.589793593193902,0.572202320060723,0.564156059080613,0.578477984808754,0.58853028253898,0.572839754074758,0.574661975249175,0.588728278708734,0.574846209570094,0.574413096756876,0.572904027644067,0.574055921541589,0.561372598144703,0.572990506583119,0.557278451236484
"17",1.375,0.663925974247408,0.615682163846275,0.63408330590734,0.577051361272643,0.557008418045208,0.572712410976327,0.556417712403506,0.547496290093665,0.562623842291875,0.570761078422372,0.555220556697114,0.556282174955788,0.570546497205865,0.555621637619613,0.554831344162887,0.553062088231176,0.554131187422586,0.544723888701071,0.553049467863773,0.53922952869404
"18",1.45833333333333,0.648121024901166,0.601526183037496,0.61971934307932,0.561699226361361,0.541910044526866,0.556444836970403,0.541560392832246,0.531916593602442,0.547562041053214,0.55376501471528,0.538608038092167,0.538953895232562,0.553153973525983,0.537635175257311,0.536092421253729,0.53431350040679,0.535130089285263,0.529213671003318,0.534105694947207,0.522511070722375
"19",1.54166666666667,0.63269231693352,0.587836903965436,0.605771064815798,0.547088896319456,0.527568054612521,0.540942637491924,0.527548045864481,0.517319081153942,0.533243846531868,0.537514831085511,0.522936079634047,0.522614738127224,0.536530246817921,0.52081918897634,0.518253240347923,0.516650478379921,0.517118654864894,0.51472962110386,0.516201502070661,0.507029649697644
"20",1.625,0.617630893809917,0.574588616211542,0.592218507358736,0.533166872446222,0.51393569246177,0.526160330380803,0.514307812984329,0.50361611543676,0.519624058036856,0.5219836155655,0.50814286888573,0.507204753367007,0.520653629272994,0.505095345552925,0.501348590264179,0.500038289300394,0.500130714581175,0.501172520211189,0.499351639579388,0.492695189762582
"21",1.70833333333333,0.602928012208688,0.561757997671171,0.579043502525161,0.519884702148044,0.500969618172992,0.512055171227944,0.501775018292906,0.490729312179663,0.506660717199755,0.507144872076214,0.494170770975031,0.492666791005869,0.505501469206709,0.490378888994145,0.485395419930539,0.484437108742122,0.484175418384751,0.48845471525006,0.48355054485779,0.479415690723026
"22",1.79166666666667,0.588575136945462,0.5493237860909,0.566229424384421,0.507198417614863,0.488629623245956,0.498587085887575,0.489892078018457,0.478588562260424,0.494314843150667,0.492972579230035,0.480966144038418,0.478946686914289,0.491050391801886,0.476587752348604,0.470396450619788,0.469803854052728,0.469243402662752,0.4764986965728,0.46877799777337,0.467080164791547
"23",1.875,0.574563936018392,0.537266509603908,0.553760982777973,0.495068040043046,0.476878372423273,0.485718568846485,0.478607569523866,0.467131115267979,0.482550191739616,0.479441240901044,0.468479123994062,0.465993331631183,0.477276517452825,0.463647789178012,0.456343223386762,0.456093617612319,0.455311792594508,0.465235820249404,0.455003509817572,0.455588931989654
"24",1.95833333333333,0.560886275771341,0.525568263447231,0.541624053279645,0.483457143292048,0.465681169233008,0.473414561091177,0.467875436749292,0.456300742883981,0.471333036415417,0.466525929072047,0.45666339519757,0.453758658586671,0.464155658028341,0.451492021138296,0.443218660194826,0.443260773836413,0.442348205577374,0.454605179384994,0.442189705855958,0.444855190880914
"25",2.04166666666667,0.547534216172201,0.51421252326214,0.529805535848589,0.472332470466428,0.455005742848844,0.461642316954819,0.457654311468316,0.446046987467941,0.460631968630373,0.454202319480221,0.445475957771904,0.442197577494624,0.451663491681231,0.440059837386146,0.430999202341575,0.431259821884195,0.43031390874952,0.444552617280338,0.430294906045013,0.43480315242529
"26",2.125,0.534500006203619,0.503183987689684,0.518293236324084,0.461663597120134,0.444822054143646,0.450371266491149,0.447906932472351,0.436324494116735,0.450417715866044,0.44244672058831,0.43487689855278,0.431267871453583,0.439775717077652,0.429296294517153,0.419656581159704,0.420046015691242,0.419166271002617,0.435029869952153,0.419275075431137,0.42536645309837
"27",2.20833333333333,0.521776079363446,0.492468444658631,0.507075766288026,0.451422635266837,0.435102119041434,0.439572877842808,0.438599647437181,0.427092420817577,0.440662975576277,0.431236096406819,0.424829170000454,0.42093007108605,0.428468188107469,0.419151503106662,0.409152434332156,0.409575824035853,0.40885451739752,0.425993823703127,0.409079152636775,0.416486810313137
