"","hazKM","Time","AtRisk","Events","hazLT","lnTime","MyId","EventsL","surv","timedelta","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1-1","FP1-2","FP2-1","FP2-2","RCS1","RCS2","RP-hazard-1","RP-hazard-2","RP-odds-1","RP-odds-2","RP-normal-1","RP-normal-2"
"1",0.0192307692307692,0.0416666666666667,312,6,0.0194174757281553,-3.17805383034795,1,0,0.980769230769231,0.0833333333333333,0.119405435631543,0.146773604718582,0.117748775150616,0.0655505749341772,0.183977294579098,0.0720017393344975,0.0199355015515215,0.177575525985399,0.172066005550395,0.00417697864060065,0.0105211285235217,0.157890318473333,0.0185734669599462,0.00188659790987587,0.0180087468819071,0.00489213234559891,0.010042288521185,0.0243094054743079,0.00354911037567255
"2",0.06,0.125,300,18,0.0618556701030928,-2.07944154167984,2,6,0.921923076923077,0.0833333333333333,0.119405435631543,0.131928311230713,0.11882013467331,0.15722912949825,0.172567042977871,0.16351066482776,0.186129006239113,0.154944953009019,0.161942368812798,0.198107747003873,0.181751016343277,0.154918369491798,0.109857293709065,0.169947458949892,0.159766140566129,0.150486969581814,0.147204100846231,0.12998285634265,0.199073568846895
"3",0.489130434782609,0.208333333333333,276,135,0.647482014388489,-1.56861591791385,3,18,0.470982441471572,0.0833333333333333,0.119405435631543,0.125546641483755,0.11924872819552,0.175820398982831,0.161864453927619,0.209598181189656,0.21444528696558,0.140915572403206,0.152358272095362,0.254484499599293,0.246422570245728,0.151598593457685,0.305481841578251,0.327511432684274,0.257781184134741,0.316446024977396,0.302458333701079,0.25849576143984,0.269833278052922
"4",0.109090909090909,0.291666666666667,137.5,15,0.115384615384615,-1.23214368129263,4,135,0.419602538765582,0.0833333333333333,0.119405435631543,0.121512718795937,0.119500922326063,0.175311861809334,0.151825638274662,0.224681119813231,0.202680477449357,0.130379443020339,0.143291826290999,0.232998051449825,0.240597868729573,0.147679175296962,0.334547056588406,0.263662438763665,0.272611550701372,0.324552798584587,0.339120619266378,0.328789222904239,0.242588595691326
"5",0.165289256198347,0.375,121,20,0.18018018018018,-0.980829253011726,5,15,0.350246747234081,0.0833333333333333,0.119405435631543,0.118584532536076,0.119672362597593,0.169358575660939,0.14240942886581,0.222646921183525,0.184576949963183,0.121860267452276,0.134721144777202,0.199071491456946,0.214680581306374,0.143106736736764,0.244603237306331,0.222734525880954,0.252137526044408,0.273124493458075,0.290810135945988,0.293880143182242,0.204329053097216
"6",0.191919191919192,0.458333333333333,99,19,0.212290502793296,-0.780158557549575,6,20,0.283027674532591,0.0833333333333333,0.119405435631543,0.116297169844035,0.11979847680553,0.161966349986341,0.133577211730193,0.212647941199658,0.167266264144569,0.114686450439768,0.126624485843427,0.167931228367116,0.185660565811485,0.137963010765644,0.176475260652279,0.191298938368226,0.221532009125595,0.21954861644536,0.233161999964622,0.242035091815589,0.17146067113845
"7",0.0509554140127389,0.541666666666667,78.5,4,0.0522875816993464,-0.613104472886409,7,19,0.26860588219972,0.0833333333333333,0.119405435631543,0.114426678545555,0.119896053756662,0.154475673490558,0.125292767731172,0.19966389737229,0.152113032425855,0.108486182012032,0.118980373576446,0.142202180217216,0.15888669928613,0.132336375687179,0.129540338701056,0.163030679464405,0.190510776120639,0.176152662728546,0.185951759070014,0.197536597002209,0.14531509139929
"8",0.108108108108108,0.625,74,8,0.114285714285714,-0.470003629245736,8,4,0.239567408448399,0.0833333333333333,0.119405435631543,0.112848331438048,0.119974268795545,0.147352371180991,0.117522124038985,0.186136309157985,0.139126691925966,0.103028629176466,0.111767699270594,0.121508391636459,0.135739468534877,0.126317028679122,0.0971726776936129,0.138997557864487,0.162497012443689,0.142924892082341,0.149794945083625,0.161884340304626,0.124754636847071
"9",0.0916030534351145,0.708333333333333,65.5,6,0.096,-0.344840486291729,9,8,0.217622302330988,0.0833333333333333,0.119405435631543,0.11148568909644,0.120038633313433,0.140742042806844,0.110233414815038,0.173165030184395,0.128016605000563,0.0981591632645892,0.104965805342981,0.104908277309281,0.116232774607698,0.119995017909264,0.074658388780243,0.118991363431622,0.138362785656896,0.117660386969449,0.122385540320776,0.133798568807798,0.108483682259908
"10",0.0677966101694915,0.791666666666667,59,4,0.0701754385964912,-0.233614851181505,10,6,0.202868247935667,0.0833333333333333,0.119405435631543,0.110288597209029,0.120092689790312,0.134666324122639,0.103396750536549,0.16118497233884,0.118465257261593,0.0937684122208573,0.0985545536284649,0.0915086563315959,0.0999487135269106,0.113458408483593,0.058807153235046,0.102451501967323,0.118002541871965,0.0982900245620047,0.101456386695476,0.111671672476256,0.0954578337318838
"11",0,0.875,54.5,0,0,-0.133531392624523,11,4,0.202868247935667,0.0833333333333333,0.119405435631543,0.109222416486518,0.12013883459248,0.129098970449951,0.0969840954256534,0.150314746433087,0.110195640725565,0.0897757809425777,0.0925143798116144,0.08058908282144,0.0863806550407065,0.106791626521056,0.0474995739814681,0.0887831025292034,0.100980926354032,0.083244068803424,0.0852720885700394,0.0941299227730475,0.0848970129378898
"12",0.130841121495327,0.958333333333333,53.5,7,0.14,-0.0425596144187959,12,0,0.176324738859972,0.0833333333333333,0.119405435631543,0.108262246516178,0.120178755038891,0.123997076053654,0.0909691524803523,0.140529573427902,0.102981198043729,0.086119949132077,0.0868263356285333,0.0715967842610748,0.0750541437614569,0.100074019534742,0.0393322070262774,0.0774574882410889,0.0867939334838252,0.071393194217698,0.0725830116056416,0.0801056785034736,0.0762285168121258
