"","hazKM","Time","AtRisk","Events","hazLT","lnTime","MyId","EventsL","surv","timedelta","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","genf","FP1-1","FP1-2","FP2-1","FP2-2","RCS1","RCS2","RP-hazard-1","RP-hazard-2","RP-odds-1","RP-odds-2","RP-normal-1","RP-normal-2"
"1",0.0193548387096774,0.0416666666666667,310,6,0.0195439739413681,-3.17805383034795,1,0,0.980645161290323,0.0833333333333333,0.0215337180547752,0.0809548387201449,0.072302030046697,0.071254222951421,0.0725095467094854,0.0805550289442599,0.0100056415617878,0.0138068737549944,0.0926365655369825,0.10875526122434,0.0143286396606169,0.0104311395250684,0.082409195092074,0.0407639842393912,0.0137781202411255,0.0167331169296719,0.0131475496592005,0.0162969849475358,0.012987259830494,0.0163452326976469
"2",0.0379310344827586,0.125,290,11,0.0386643233743409,-2.07944154167984,2,6,0.943448275862069,0.0833333333333333,0.0215337180547752,0.0506788047122941,0.0441381015567808,0.0602457791870763,0.0676362458788398,0.0603702227123313,0.0954022534589622,0.0611304819563109,0.0727705787438095,0.0612916412990641,0.0806667490570838,0.0952543331526849,0.0741303009908015,0.0540414290252348,0.052051145166895,0.0599406474657371,0.0521143814916304,0.0586800455697288,0.0581990910427209,0.0609627655171438
"3",0.130518234165067,0.208333333333333,260.5,34,0.139630390143737,-1.56861591791385,3,11,0.820311072870475,0.0833333333333333,0.0215337180547752,0.0407608377079588,0.0354337651792839,0.0516928068231098,0.0630904751744151,0.0515554849890292,0.086437711083588,0.118271849164043,0.0615424418149204,0.0467462868579424,0.0914147920646862,0.0970963158703556,0.0666907277335884,0.0683087409791109,0.175796029347678,0.136779497229979,0.179042684646163,0.142408980599787,0.177058852858304,0.143900500930193
"4",0.128735632183908,0.291666666666667,217.5,28,0.137592137592138,-1.23214368129263,4,34,0.714707808317034,0.0833333333333333,0.0215337180547752,0.0353136573527127,0.030797944231695,0.0456758228743913,0.0588502215936672,0.0459120880080714,0.0711034271175023,0.0861321158592248,0.0536676157574365,0.0390661983128019,0.0843165949259121,0.082925111594762,0.0600430354574502,0.0787352914673457,0.108636711167008,0.1332150861448,0.105968734524796,0.132403278051517,0.0985686448307249,0.123798610458183
"5",0.0634920634920635,0.375,189,12,0.0655737704918033,-0.980829253011726,5,28,0.669329534773096,0.0833333333333333,0.0215337180547752,0.0317256051357895,0.0278102158647845,0.0411916101800285,0.0548949516079761,0.0417899125526581,0.0591738996880428,0.066991655443311,0.0476547020396751,0.0341500838612256,0.0739453922949141,0.0692679368788819,0.0541334717455004,0.0816671380981728,0.0463279586883732,0.0722743011023778,0.0479615296658972,0.0689890547308485,0.0501288888531842,0.0653232358739852
"6",0.0738636363636364,0.458333333333333,176,13,0.0766961651917404,-0.780158557549575,6,12,0.619890421409174,0.0833333333333333,0.0215337180547752,0.0291242133642328,0.0256809454413614,0.0376920068563491,0.0512055117285457,0.0385655764358581,0.0503170858995417,0.0548113544546954,0.0428398760298153,0.0306655809946295,0.0640559059972953,0.0582254082033457,0.0489016483661372,0.0778485722100154,0.0496168885031643,0.0419649124559293,0.0498702875747407,0.0410285807683829,0.050563880243081,0.0412564539701349
"7",0.00617283950617284,0.541666666666667,162,1,0.00619195046439629,-0.613104472886409,7,13,0.616063937326401,0.0833333333333333,0.0215337180547752,0.0271220720592154,0.0240654297686024,0.034865734131755,0.0477640357551797,0.0359347513134742,0.0436278622362238,0.046378838384743,0.0388633033342926,0.0280336162939337,0.0554901284664965,0.0495482892478876,0.0442696185690792,0.0697240168422378,0.0488535638512845,0.034529540166672,0.0482664478052876,0.0353208761795092,0.048196524492939,0.0365114803736506
"8",0.0434782608695652,0.625,161,7,0.0444444444444444,-0.470003629245736,8,1,0.589278548746992,0.0833333333333333,0.0215337180547752,0.0255168260077964,0.0227860373247262,0.0325231866507854,0.0445538582587832,0.0337255033975645,0.0384442181749926,0.0401949932667773,0.0355061495012457,0.0259570037828088,0.0482843008610787,0.0427058679446124,0.0401620831074843,0.0599777754080505,0.0454414206415205,0.035771799876875,0.0445775447842542,0.0371798315395628,0.044282217443152,0.0380837059585532
"9",0.0454545454545455,0.708333333333333,154,7,0.0465116279069767,-0.344840486291729,9,7,0.562493160167584,0.0833333333333333,0.0215337180547752,0.0241908841297877,0.0217407018539671,0.0305417753412117,0.0415594338786265,0.0318309765345272,0.0343280046921611,0.0354661705295093,0.0326247637509479,0.024265620990603,0.0422665639132266,0.0372442756906635,0.0365136790774908,0.0506733885094978,0.0404856201444397,0.0355350642239396,0.0398567381248266,0.0370383960939238,0.0396804261881754,0.0377025255265394
"10",0.0340136054421769,0.791666666666667,147,5,0.0346020761245675,-0.233614851181505,10,7,0.54336073975372,0.0833333333333333,0.0215337180547752,0.0230705243946636,0.0208660532909066,0.0288383404242266,0.038766262043567,0.0301801301539111,0.0309889131872736,0.03173288942114,0.030119543027363,0.0228542047481087,0.0372346887654831,0.0328231474584115,0.0332676674861888,0.042865487599452,0.0354585334373533,0.0342561441287301,0.0352306419932806,0.0355973764366962,0.0352653383496048,0.0360873680866788
"11",0.028169014084507,0.875,142,4,0.0285714285714286,-0.133531392624523,11,5,0.528054803422629,0.0833333333333333,0.0215337180547752,0.0221068187269411,0.0201203926422515,0.0273542348006509,0.0361608167526888,0.0287233030992008,0.0282302495159781,0.0287107094762695,0.0279185154764057,0.0216537062158872,0.0330068252624095,0.0291946401922515,0.0303747746657183,0.0364572476757304,0.0312785225699555,0.0323214825317246,0.0313230588713895,0.0333874711974319,0.0315044218760443,0.0337561785732484
